"concept","from_var","to_var","from_years","to_years","gap_years","label_from","label_to","label_similarity","codes_equal","drift","drift_detail","name_flag","suggested_status","suggested_comparable","confidence","rationale"
"nobcuse","NOBCUSE7","NOBCUSE8","2019-2019","2022-2024",3,"WHAT WAS MAIN REASON FOR NOT DOING ANYTH","WHAT WAS MAIN REASON FOR NOT DOING ANYTH",1,FALSE,"code-set-differs","only in NOBCUSE7: {16,15,19,18,17}; only in NOBCUSE8: {}","","verified?","FALSE","medium","same concept but the code set changed; note the diff"
"numburn","NUMBURN","NUMBURN2","1999-2004","2010-2016",6,"NUMBER OF SUNBURNS IN PAST 12 MONTHS","NUMBER OF SUNBURNS IN PAST 12 MONTHS",1,FALSE,"code-set-differs","only in NUMBURN: {6}; only in NUMBURN2: {8}","","verified?","FALSE","medium","same concept but the code set changed; note the diff"
"numburn","NUMBURN2","NUMBURN3","2010-2016","2018-2023",2,"NUMBER OF SUNBURNS IN PAST 12 MONTHS","NUMBER OF SUNBURNS IN PAST 12 MONTHS",1,FALSE,"code-set-differs","only in NUMBURN2: {9,8,7,5,3,2,1,4}; only in NUMBURN3: {999,777}","","verified?","FALSE","medium","same concept but the code set changed; note the diff"
"numphon","NUMPHON2","NUMPHON3","2001-2017","2018-2021",1,"RESIDENTIAL PHONES","RESIDENTIAL PHONES",1,FALSE,"code-set-differs","only in NUMPHON2: {1,5,2,3,4}; only in NUMPHON3: {8}","","verified?","FALSE","medium","same concept but the code set changed; note the diff"
"orace","ORACE","ORACE2","1985-2000","2001-2012",1,"ORIGINAL REPORTED RACE","RESPONDENT RACE CHOICE",0.2,FALSE,"code-set-differs","only in ORACE: {}; only in ORACE2: {8,6,7}","","verified?","FALSE","medium","same concept but the code set changed; note the diff"
"pacat","_PACAT1","_PACAT2","2013-2017","2019-2019",2,"PHYSICAL ACTIVITY CATEGORIES","PHYSICAL ACTIVITY CATEGORIES",1,FALSE,"code-set-differs","only in _PACAT1: {9}; only in _PACAT2: {}","","verified?","FALSE","medium","same concept but the code set changed; note the diff"
"pacat","_PACAT2","_PACAT3","2019-2019","2023-2023",4,"PHYSICAL ACTIVITY CATEGORIES","PHYSICAL ACTIVITY CATEGORIES",1,FALSE,"code-set-differs","only in _PACAT2: {}; only in _PACAT3: {9}","","verified?","FALSE","medium","same concept but the code set changed; note the diff"
"paindx","_PAINDX2","_PAINDX3","2019-2019","2023-2023",4,"PHYSICAL ACTIVITY INDEX","PHYSICAL ACTIVITY INDEX",1,TRUE,"none","","","verified?","TRUE","medium","codes and answer labels identical; check question wording in the codebook if the estimate matters"
"parec","_PAREC2","_PAREC3","2019-2019","2023-2023",4,"AEROBIC AND STRENGTHENING GUIDELINE","AEROBIC AND STRENGTHENING GUIDELINE",1,TRUE,"none","","","verified?","TRUE","medium","codes and answer labels identical; check question wording in the codebook if the estimate matters"
"pastae","_PASTAE2","_PASTAE3","2019-2019","2023-2023",4,"AEROBIC AND STRENGTHENING (2-LEVEL)","AEROBIC AND STRENGTHENING (2-LEVEL)",1,TRUE,"none","","","verified?","TRUE","medium","codes and answer labels identical; check question wording in the codebook if the estimate matters"
"pcpsars","PCPSARS1","PCPSARS2","2012-2020","2021-2024",1,"WHAT WAS THE MAIN REASON YOU HAD THIS PS","WHAT WAS THE MAIN REASON YOU HAD THIS PS",1,FALSE,"code-set-differs","only in PCPSARS1: {4,5}; only in PCPSARS2: {}","","verified?","FALSE","medium","same concept but the code set changed; note the diff"
"pcsaids","PCSAIDS","PCSAIDS2","1996-1999","2001-2004",2,"DOCTOR TALKED ABOUT SEXUAL PRACTICES","TOLD BY DOC ABOUT STD PREV BY CONDOMS",0.09,FALSE,"code-set-differs","only in PCSAIDS: {3,4}; only in PCSAIDS2: {7}","","verified?","FALSE","medium","same concept but the code set changed; note the diff"
"pcstalk","PCSTALK","PCSTALK1","2021-2021","2022-2022",1,"DID YOU TALK ABOUT THE ADVANTAGES OR DIS","DID YOU TALK ABOUT THE ADVANTAGES OR DIS",1,TRUE,"label-wording-differs","code 4: 'Neither discussed' -> 'Neither'","","verified?","check","medium","codes identical but answer wording changed; judge whether meaning moved"
"persdoc","PERSDOC2","PERSDOC3","2001-2020","2021-2024",1,"MULTIPLE HEALTH CARE PROFESSIONALS","HAVE PERSONAL HEALTH CARE PROVIDER?",0.29,TRUE,"none","","","verified?","TRUE","medium","codes and answer labels identical; check question wording in the codebook if the estimate matters"
"pfpprvn","PFPPRVN2","PFPPRVN3","2017-2017","2019-2019",2,"DID YOU DO ANYTHING TO KEEP FROM GETTING","DID YOU DO ANYTHING TO KEEP FROM GETTING",1,FALSE,"code-set-differs","only in PFPPRVN2: {5}; only in PFPPRVN3: {}","","verified?","FALSE","medium","same concept but the code set changed; note the diff"
"pfpprvn","PFPPRVN3","PFPPRVN4","2019-2019","2022-2024",3,"DID YOU DO ANYTHING TO KEEP FROM GETTING","DID YOU DO ANYTHING TO KEEP FROM GETTING",1,FALSE,"code-set-differs","only in PFPPRVN3: {4,3}; only in PFPPRVN4: {}","","verified?","FALSE","medium","same concept but the code set changed; note the diff"
"pneuvac","PNEUVAC2","PNEUVAC3","2001-2004","2005-2017",1,"EVER HAD PNEUMONIA VACCINATION","PNEUMONIA SHOT EVER",0.4,TRUE,"label-wording-differs","code 7: 'Do not know/Not Sure' -> 'Don’t know/Not Sure'","","verified?","check","medium","codes identical but answer wording changed; judge whether meaning moved"
"prace","_PRACE","_PRACE1","2001-2012","2013-2021",1,"COMPUTED PREFERRED RACE","COMPUTED PREFERRED RACE",1,TRUE,"label-wording-differs","code 3: 'Asian' -> 'American Indian or Alaskan Native' | code 4: 'Native Hawaiian or other Pacific Islander' -> 'Asian' | code 5: 'American Indian or Alaskan Native' -> 'Native Hawaiian or other Pacific Islander' | code 8: 'Multiracial but preferred race not asked' -> 'Multiracial but preferred race not answered'","","verified?","check","medium","codes identical but answer wording changed; judge whether meaning moved"
"prace","_PRACE1","_PRACE2","2013-2021","2022-2022",1,"COMPUTED PREFERRED RACE","COMPUTED PREFERRED RACE",1,FALSE,"code-set-differs","only in _PRACE1: {8}; only in _PRACE2: {88}","","verified?","FALSE","medium","same concept but the code set changed; note the diff"
"prediab","PREDIAB","PREDIAB1","2008-2008","2009-2021",1,"EVER BEEN TOLD YOU HAVE PRE-DIABETES OR","EVER BEEN TOLD YOU HAVE PRE-DIABETES OR",1,FALSE,"code-set-differs","only in PREDIAB: {}; only in PREDIAB1: {3}","","verified?","FALSE","medium","same concept but the code set changed; note the diff"
"rfbing","_RFBING2","_RFBING3","2002-2004","2005-2005",1,"BINGE DRINKING RISK FACTOR.","BINGE DRINKING CALCULATED VARIABLE",0.33,TRUE,"label-wording-differs","code 1: 'Not at risk for Binge Drinking' -> 'No' | code 2: 'At risk for Binge Drinking' -> 'Yes' | code 9: 'Do not know/Refused/Missing' -> 'Don’t know/Refused/Missing'","","verified?","check","medium","codes identical but answer wording changed; judge whether meaning moved"
"rfbmi","_RFBMI2","_RFBMI3","2000-2002","2003-2003",1,"Risk factor for overweight or obese.","RISK FACTOR FOR OVERWEIGHT OR OBESE.",1,TRUE,"label-wording-differs","code 1: 'Not At Risk' -> 'Not At Risk For Overweight Or Obese (_BMI2 <  2500)' | code 2: 'At Risk' -> 'At Risk For Overweight Or Obese (2500 <= _BMI2 < 9999)' | code 9: 'Do not Know/Not Sure Or Refused/Missing' -> 'Do not know/Refused/Missing'","","verified?","check","medium","codes identical but answer wording changed; judge whether meaning moved"
"rfbmi","_RFBMI3","_RFBMI4","2003-2003","2004-2010",1,"RISK FACTOR FOR OVERWEIGHT OR OBESE.","OVERWEIGHT OR OBESE CALCULATED VARIABLE",0.29,TRUE,"label-wording-differs","code 1: 'Not At Risk For Overweight Or Obese (_BMI2 <  2500)' -> 'No' | code 2: 'At Risk For Overweight Or Obese (2500 <= _BMI2 < 9999)' -> 'Yes' | code 9: 'Do not know/Refused/Missing' -> 'Don’t know/Refused/Missing'","","verified?","check","medium","codes identical but answer wording changed; judge whether meaning moved"
"rfdrhv","_RFDRHV2","_RFDRHV3","2002-2004","2005-2010",1,"HEAVY DRINKING RISK","HEAVY ALCOHOL CONSUMPTION  CALCULATED VA",0.14,TRUE,"label-wording-differs","code 1: 'Not at risk for heavy drinking' -> 'No' | code 2: 'At risk for heavy drinking' -> 'Yes' | code 9: 'Do not know/Refused/Missing' -> 'Don’t know/Refused/Missing'","","verified?","check","medium","codes identical but answer wording changed; judge whether meaning moved"
"rfdrmn","_RFDRMN2","_RFDRMN3","2002-2004","2005-2010",1,"HEAVY DRINKING AMONG MEN RISK FACTOR.","ADULT MEN HEAVY ALCOHOL CONSUMPTION CALC",0.2,TRUE,"label-wording-differs","code 1: 'Men not at risk for heavy drinking' -> 'No' | code 2: 'Men at risk for heavy drinking' -> 'Yes' | code 9: 'Do not know/Refused/Missing' -> 'Don’t know/Refused/Missing'","","verified?","check","medium","codes identical but answer wording changed; judge whether meaning moved"
"rfdrwm","_RFDRWM2","_RFDRWM3","2002-2004","2005-2010",1,"HEAVY DRINKING AMONG FEMALES RISK FACTOR","ADULT WOMEN HEAVY ALCOHOL CONSUMPTION CA",0.09,TRUE,"label-wording-differs","code 1: 'Women not at risk for heavy drinking' -> 'No' | code 2: 'Women at risk for heavy drinking' -> 'Yes' | code 9: 'Do not know/Refused/Missing' -> 'Don’t know/Refused/Missing'","","verified?","check","medium","codes identical but answer wording changed; judge whether meaning moved"
"rfsmok","_RFSMOK2","_RFSMOK3","1993-2004","2005-2024",1,"CURRENT SMOKING STATUS RISK FACTOR.","CURRENT SMOKING CALCULATED VARIABLE",0.29,TRUE,"label-wording-differs","code 1: 'Not at risk (former or non-smoker)' -> 'No' | code 2: 'At risk (current smoker)' -> 'Yes' | code 9: 'Do not know/Refused/Missing' -> 'Don’t know/Refused/Missing'","","verified?","check","medium","codes identical but answer wording changed; judge whether meaning moved"
"rrclass","RRCLASS2","RRCLASS3","2004-2014","2022-2023",8,"HOW DO OTHER PEOPLE USUALLY CLASSIFY YOU","HOW DO OTHER PEOPLE USUALLY CLASSIFY YOU",1,FALSE,"code-set-differs","only in RRCLASS2: {9}; only in RRCLASS3: {99,77}","","verified?","FALSE","medium","same concept but the code set changed; note the diff"
"rremtsm","RREMTSM1","RREMTSM2","2005-2006","2007-2014",1,"TIMES PAST 12 MOS FELT EMOTIONALLY UPSET","TIMES PAST 30 DAYS FELT EMOTIONALLY UPSE",0.4,FALSE,"code-set-differs","only in RREMTSM1: {8,3,5,6,4}; only in RREMTSM2: {}","","verified?","FALSE","medium","same concept but the code set changed; note the diff"
"rrhcare","RRHCARE2","RRHCARE3","2004-2006","2007-2014",1,"WHEN SEEKING HEALTH CARE, HOW DO YOU FEE","WHEN SEEKING HEALTH CARE PAST 12 MONTHS,",0.36,TRUE,"label-wording-differs","code 6: 'Did not seek health care in past 12 months' -> 'No health care in past 12 months'","","verified?","check","medium","codes identical but answer wording changed; judge whether meaning moved"
"rrhcare","RRHCARE3","RRHCARE4","2007-2014","2022-2023",8,"WHEN SEEKING HEALTH CARE PAST 12 MONTHS,","WHEN SEEKING HEALTH CARE PAST 12 MONTHS,",1,FALSE,"code-set-differs","only in RRHCARE3: {6}; only in RRHCARE4: {}","","verified?","FALSE","medium","same concept but the code set changed; note the diff"
"rrphysm","RRPHYSM1","RRPHYSM2","2005-2006","2007-2023",1,"TIMES PAST 12 MOS FELT PHYSICAL SYMPTOMS","TIMES PAST 30 DAYS FELT PHYSICAL SYMPTOM",0.4,FALSE,"code-set-differs","only in RRPHYSM1: {6,8,5,3,4}; only in RRPHYSM2: {}","","verified?","FALSE","medium","same concept but the code set changed; note the diff"
"rsnmrjn","RSNMRJN1","RSNMRJN2","2018-2020","2021-2021",1,"WHAT WAS THE REASON YOU USED MARIJUANA?","WHAT WAS THE REASON YOU USED MARIJUANA?",1,TRUE,"label-wording-differs","code 1: 'For medical reasons (like to treat or decrease symptoms of a health condition)' -> 'For medical reasons' | code 2: 'For non-medical reasons (like to have fun or fit in)' -> 'For non-medical reasons'","","verified?","check","medium","codes identical but answer wording changed; judge whether meaning moved"
"sdhfood","SDHFOOD","SDHFOOD1","2017-2017","2022-2024",5,"NO MONEY FOR FOOD?","HOW OFTEN DID THE FOOD THAT YOU BOUGHT N",0.09,FALSE,"code-set-differs","only in SDHFOOD: {}; only in SDHFOOD1: {5,4}","","verified?","FALSE","medium","same concept but the code set changed; note the diff"
"sex","SEX","SEX1","1985-2017","2018-2018",1,"RESPONDENTS SEX","RESPONDENTS SEX",1,FALSE,"code-set-differs","only in SEX: {}; only in SEX1: {7}","","verified?","FALSE","medium","same concept but the code set changed; note the diff"
"slepday","SLEPDAY","SLEPDAY1","2009-2012","2017-2018",5,"NUMBER OF DAYS IN PAST THIRTY FELL ASLEE","OVER THE LAST 2 WEEKS, HOW MANY DAYS DID",0.08,TRUE,"none","","","verified?","TRUE","medium","codes and answer labels identical; check question wording in the codebook if the estimate matters"
"smkdete","SMKDETE2","SMKDETE3","1998-2000","2003-2003",3,"LAST TIME TESTED SMOKE DETECTORS","LAST TIME SMOKE ALARMS TESTED",0.67,FALSE,"code-set-differs","only in SMKDETE2: {}; only in SMKDETE3: {7}","","verified?","FALSE","medium","same concept but the code set changed; note the diff"
"smoker","_SMOKER2","_SMOKER3","1994-2004","2005-2024",1,"FOUR LEVEL SMOKER STATUS.","COMPUTED SMOKING STATUS",0.17,TRUE,"label-wording-differs","code 9: 'Do not know/Refused/Missing' -> 'Don’t know/Refused/Missing'","","verified?","check","medium","codes identical but answer wording changed; judge whether meaning moved"
"ssbfrut","SSBFRUT2","SSBFRUT3","2013-2016","2017-2024",1,"HOW OFTEN DID YOU DRINK SUGAR-SWEETENED","HOW OFTEN DID YOU DRINK SUGAR-SWEETENED",1,FALSE,"code-set-differs","only in SSBFRUT2: {300}; only in SSBFRUT3: {}","","verified?","FALSE","medium","same concept but the code set changed; note the diff"
"ssbsugr","SSBSUGR1","SSBSUGR2","2012-2012","2016-2024",4,"HOW OFTEN DID YOU DRINK REGULAR SODA OR","HOW OFTEN DID YOU DRINK REGULAR SODA OR",1,FALSE,"code-set-differs","only in SSBSUGR1: {300}; only in SSBSUGR2: {}","","verified?","FALSE","medium","same concept but the code set changed; note the diff"
"telserv","TELSERV","TELSERV2","2003-2004","2005-2009",1,"HOUSEHOLD BEEN WITHOUT PHONE SERVICE IN","LOST PHONE SERVICE ONE WEEK+ LAST 12 MOS",0.18,TRUE,"none","","","verified?","TRUE","medium","codes and answer labels identical; check question wording in the codebook if the estimate matters"
"tetanus","TETANUS","TETANUS1","2013-2017","2018-2024",1,"RECEIVED TETANUS SHOT SINCE 2005?","RECEIVED TETANUS SHOT SINCE 2005?",1,TRUE,"label-wording-differs","code 4: 'No, did not receive any tetanus since 2005' -> 'No, did not receive any tetanus shot in the past 10 years'","","verified?","check","medium","codes identical but answer wording changed; judge whether meaning moved"
"toldhi","TOLDHI","TOLDHI2","1987-2000","2001-2019",1,"EVER TOLD BLOOD CHOLESTEROL HIGH","EVER TOLD BLOOD CHOLESTEROL HIGH",1,FALSE,"code-set-differs","only in TOLDHI: {}; only in TOLDHI2: {7}","","verified?","FALSE","medium","same concept but the code set changed; note the diff"
"typcntr","TYPCNTR2","TYPCNTR3","2002-2002","2004-2004",2,"METHOD BIRTH CONTROL","METHOD BIRTH CONTROL",1,FALSE,"code-set-differs","only in TYPCNTR2: {}; only in TYPCNTR3: {14,15}","","verified?","FALSE","medium","same concept but the code set changed; note the diff"
"typcntr","TYPCNTR3","TYPCNTR4","2004-2004","2006-2006",2,"METHOD BIRTH CONTROL","WHAT METHOD ARE YOU USING?",0.14,TRUE,"label-wording-differs","code 8: 'Shots (Lunelle)' -> 'Contraceptive Ring (Nuvaring or others)' | code 10: 'Diaphragm, cervical ring, or cap (Nuvaring or others)' -> 'Diaphragm, cervical ring, or cap' | code 4: 'Pill' -> 'Pill, all kinds (Seasonale, etc.)' | code 5: 'Condoms' -> 'Condoms (male or female)' | code 3: 'Vasectomy (sterilization)' -> 'Vasectomy (male sterilization)'","","verified?","check","medium","codes identical but answer wording changed; judge whether meaning moved"
"typcntr","TYPCNTR4","TYPCNTR5","2006-2006","2010-2010",4,"WHAT METHOD ARE YOU USING?","WHAT METHOD ARE YOU USING?",1,TRUE,"label-wording-differs","code 1: 'Tubes tied' -> 'Tubes tied  (or female sterilization)' | code 2: 'Hysterectomy (female sterilization)' -> 'Vasectomy (or male sterilization)' | code 3: 'Vasectomy (male sterilization)' -> 'Birth control pills, any kind' | code 4: 'Pill, all kinds (Seasonale, etc.)' -> 'Male condoms' | code 5: 'Condoms (male or female)' -> 'Female condoms' | code 6: 'Contraceptive implants (Jadelle or Implants)' -> 'Contraceptive implant (for example, Implanon)' | code 11: 'IUD (including Mirena)' -> 'Foam, jelly or cream' | code 12: 'Emergency contraception (EC)' -> 'IUD (for example Mirena)' | code 13: 'Withdrawal' -> 'Emergency contraceptive (morning after pill)' | code 14: 'Not having sex at certain times (rhythm)' -> 'Withdrawal (or pulling out)' | code 15: 'Other method (foam, jelly, cream, etc.)' -> 'Other method' | code 9: 'Contraceptive Patch' -> 'Contraceptive patch (for example, Ortho Evra)' | code 10: 'Diaphragm, cervical ring, or cap' -> 'Diaphragm, cervical cap or sponge' | code 7: 'Shots (Depo-Provera)' -> 'Shots (for example, Depo-Provera)' | code 8: 'Contraceptive Ring (Nuvaring or others)' -> 'Contraceptive ring (for example, Nuvaring)'","","verified?","check","medium","codes identical but answer wording changed; judge whether meaning moved"
"typcntr","TYPCNTR5","TYPCNTR6","2010-2010","2011-2011",1,"WHAT METHOD ARE YOU USING?","WHAT DID YOU DO TO KEEP YOU FROM GETTING",0.2,FALSE,"code-set-differs","only in TYPCNTR5: {}; only in TYPCNTR6: {18,16,17}","","verified?","FALSE","medium","same concept but the code set changed; note the diff"
"typcntr","TYPCNTR6","TYPCNTR7","2011-2011","2017-2017",6,"WHAT DID YOU DO TO KEEP YOU FROM GETTING","WHAT DID YOU DO TO KEEP YOU FROM GETTING",1,TRUE,"label-wording-differs","code 4: 'Levonorgestrel(LNG) or hormonal IUD(ex. Mirena)' -> 'Levonorgestrel (LNG) or hormonal IUD (ex. Mirena)'","","verified?","check","medium","codes identical but answer wording changed; judge whether meaning moved"
"typcntr","TYPCNTR7","TYPCNTR8","2017-2017","2019-2019",2,"WHAT DID YOU DO TO KEEP YOU FROM GETTING","WHAT DID YOU DO TO KEEP YOU FROM GETTING",1,TRUE,"label-wording-differs","code 7: 'Shots (ex. Depo-Provera)' -> 'Shots (ex. Depo-Provera or DMPA)' | code 9: 'Contraceptive patch (ex. Ortho Evra)' -> 'Contraceptive patch (ex. Ortho Evra, Xulane)' | code 5: 'Copper-bearing IUD (ex. ParaGard)' -> 'IUD, Copper-bearing (ex. ParaGard)' | code 4: 'Levonorgestrel (LNG) or hormonal IUD (ex. Mirena)' -> 'IUD, Levonorgestrel (LNG) or other hormonal (ex. Mirena, Skyla, Liletta, Kylena)' | code 3: 'Contraceptive implant (ex. Implanon)' -> 'Contraceptive implant (ex. Nexplanon, Jadelle, Sino  Implant, Implanon)'","","verified?","check","medium","codes identical but answer wording changed; judge whether meaning moved"
"typcntr","TYPCNTR8","TYPCNTR9","2019-2019","2022-2024",3,"WHAT DID YOU DO TO KEEP YOU FROM GETTING","WHAT DID YOU DO TO KEEP YOU FROM GETTING",1,FALSE,"code-set-differs","only in TYPCNTR8: {15,16,17,14,13,18}; only in TYPCNTR9: {}","","verified?","FALSE","medium","same concept but the code set changed; note the diff"
"useever","USEEVER","USEEVER2","1986-2000","2001-2004",1,"EVER USED SMOKELESS TOBACCO PRODUCTS","EVER USED SMOKELESS TOBACCO PRODUCTS",1,FALSE,"code-set-differs","only in USEEVER: {3,4}; only in USEEVER2: {7}","","verified?","FALSE","medium","same concept but the code set changed; note the diff"
"useever","USEEVER2","USEEVER3","2001-2004","2008-2008",4,"EVER USED SMOKELESS TOBACCO PRODUCTS","EVER USED SMOKELESS TOBACCO PRODUCTS",1,TRUE,"label-wording-differs","code 7: 'Do not know/Not sure' -> 'Don’t know/Not Sure'","","verified?","check","medium","codes identical but answer wording changed; judge whether meaning moved"
"usemrjn","USEMRJN2","USEMRJN3","2018-2020","2021-2021",1,"DURING THE PAST 30 DAYS, HOW DID YOU PRI","DURING THE PAST 30 DAYS, HOW DID YOU PRI",1,TRUE,"label-wording-differs","code 3: 'Drink it (for example, in tea, cola, alcohol)' -> 'Drink it (for example, in tea, cola, or alcohol)' | code 4: 'Vaporize it (for example, in an e-cigarette-like vaporizer or other vaporizing device)' -> 'Vaporize it (for example, in an e-cigarette-like vaporizer or another vaporizing device)' | code 5: 'Dab it (for example, using waxes or concentrates)' -> 'Dab it (for example, using a dabbing rig, knife, or dab pen)'","","verified?","check","medium","codes identical but answer wording changed; judge whether meaning moved"
"usemrjn","USEMRJN3","USEMRJN4","2021-2021","2022-2024",1,"DURING THE PAST 30 DAYS, HOW DID YOU PRI","DURING THE PAST 30 DAYS, HOW DID YOU PRI",1,FALSE,"code-set-differs","only in USEMRJN3: {6}; only in USEMRJN4: {}","","verified?","FALSE","medium","same concept but the code set changed; note the diff"
"usenow","USENOW","USENOW2","1986-2000","2001-2004",1,"CURRENTLY USE SMOKELESS TOBACCO PRODUCTS","CURRENTLY USE SMOKELESS TOBACCO PRODUCTS",1,FALSE,"code-set-differs","only in USENOW: {4}; only in USENOW2: {7}","","verified?","FALSE","medium","same concept but the code set changed; note the diff"
"usenow","USENOW2","USENOW3","2001-2004","2008-2024",4,"CURRENTLY USE SMOKELESS TOBACCO PRODUCTS","USE OF SMOKELESS TOBACCO PRODUCTS",0.8,TRUE,"label-wording-differs","code 7: 'Do not know/Not sure' -> 'Don’t know/Not Sure'","","verified?","check","medium","codes identical but answer wording changed; judge whether meaning moved"
"vacare","VACARE","VACARE1","2000-2007","2008-2008",1,"RECEIVED SOME OR ALL OF YOUR HEALTH CARE","RECEIVED SOME OR ALL OF YOUR HEALTH CARE",1,TRUE,"label-wording-differs","code 1: 'Yes, all of my health care' -> 'Yes, all of my healthcare' | code 2: 'Yes, some of my health care' -> 'Yes, some of my healthcare'","","verified?","check","medium","codes identical but answer wording changed; judge whether meaning moved"
"vclntes","VCLNTES1","VCLNTES2","2021-2021","2022-2024",1,"HOW LONG HAS IT BEEN SINCE YOU HAD VIRTU","HOW LONG HAS IT BEEN SINCE YOU HAD VIRTU",1,TRUE,"label-wording-differs","code 3: 'Within the past 3 years (2 years but < 3 years ago)' -> 'Within the past 5 years (2 years but less than 5 years ago)' | code 4: 'Within the past 5 years (3 years but < 5 years ago)' -> 'Within the past 10 years (5 years but less than 10 years ago)' | code 5: '5 or more years ago' -> '10 or more years ago' | code 2: 'Within the past 2 years (1 year but < 2 years ago)' -> 'Within the past 2 years (1 year but less than 2 years ago)' | code 1: 'Within the past year (anytime < 12 months ago)' -> 'Within the past year (anytime less than 12 months ago)'","","verified?","check","medium","codes identical but answer wording changed; judge whether meaning moved"
"vegetab","VEGETAB1","VEGETAB2","2011-2015","2017-2021",2,"HOW MANY TIMES DID YOU EAT OTHER VEGETAB","HOW OFTEN DO YOU EAT FRENCH FRIES OR FRI",0.23,TRUE,"label-wording-differs","code 300: 'Less than one time per month' -> 'Less than once a month'","","verified?","check","medium","codes identical but answer wording changed; judge whether meaning moved"
"veteran","VETERAN1","VETERAN2","2007-2008","2009-2010",1,"ARE YOU A VETERAN","ARE YOU A VETERAN",1,FALSE,"code-set-differs","only in VETERAN1: {}; only in VETERAN2: {3,4,5}","","verified?","FALSE","medium","same concept but the code set changed; note the diff"
"veteran","VETERAN2","VETERAN3","2009-2010","2011-2024",1,"ARE YOU A VETERAN","ARE YOU A VETERAN",1,FALSE,"code-set-differs","only in VETERAN2: {3,4,5}; only in VETERAN3: {}","","verified?","FALSE","medium","same concept but the code set changed; note the diff"
"victrct","VICTRCT2","VICTRCT3","2006-2010","2011-2011",1,"HLTH CARE PRO SAID NOW HAVE CATARACTS","HLTH CARE PRO SAID NOW HAVE CATARACTS",1,FALSE,"code-set-differs","only in VICTRCT2: {8}; only in VICTRCT3: {}","","verified?","FALSE","medium","same concept but the code set changed; note the diff"
"victrct","VICTRCT3","VICTRCT4","2011-2011","2012-2015",1,"HLTH CARE PRO SAID NOW HAVE CATARACTS","HLTH CARE PRO SAID NOW HAVE CATARACTS",1,FALSE,"code-set-differs","only in VICTRCT3: {}; only in VICTRCT4: {8}","","verified?","FALSE","medium","same concept but the code set changed; note the diff"
"weight","WEIGHT","WEIGHT2","1985-2003","2004-2024",1,"REPORTED WEIGHT IN POUNDS","REPORTED WEIGHT IN POUNDS",1,FALSE,"code-set-differs","only in WEIGHT: {777,999}; only in WEIGHT2: {7777,9999}","","verified?","FALSE","medium","same concept but the code set changed; note the diff"
"whydone","WHYDONE","WHYDONE3","1987-2001","2003-2003",2,"REASON YOU HAD MAMMOGRAM","WAS MAMMOGRAM(S) DONE TO CHECK PROBLEM",0.11,FALSE,"code-set-differs","only in WHYDONE: {3}; only in WHYDONE3: {7}","","verified?","FALSE","medium","same concept but the code set changed; note the diff"
"wtkg","WTKG","WTKG2","2001-2003","2004-2010",1,"REPORTED WEIGHT IN KILOGRAMS.","COMPUTED WEIGHT IN KILOGRAMS",0.5,TRUE,"label-wording-differs","code 99999: 'Do not know/Refused/Missing' -> 'Don’t know/Refused/Missing'","","verified?","check","medium","codes identical but answer wording changed; judge whether meaning moved"
"addepev","ADDEPEV","ADDEPEV2","2006-2010","2011-2018",1,"EVER TOLD YOU HAD A DEPRESSIVE DISORDER","EVER TOLD YOU HAD A DEPRESSIVE DISORDER",1,TRUE,"none","","","verified?","TRUE","high","codes and answer labels identical; check question wording in the codebook if the estimate matters"
"addepev","ADDEPEV2","ADDEPEV3","2011-2018","2019-2024",1,"EVER TOLD YOU HAD A DEPRESSIVE DISORDER","(EVER TOLD) YOU HAD A DEPRESSIVE DISORDE",0.71,TRUE,"none","","","verified?","TRUE","high","codes and answer labels identical; check question wording in the codebook if the estimate matters"
"adeat","ADEAT","ADEAT1","2006-2006","2008-2015",2,"DAYS ATE TOO LITTLE OR TOO MUCH","DAYS ATE TOO LITTLE OR TOO MUCH",1,TRUE,"none","","","verified?","TRUE","high","codes and answer labels identical; check question wording in the codebook if the estimate matters"
"aidtst","_AIDTST2","_AIDTST3","2004-2010","2011-2018",1,"EVER BEEN TESTED FOR HIV CALCULATED VARI","EVER BEEN TESTED FOR HIV CALCULATED VARI",1,TRUE,"none","","","verified?","TRUE","high","codes and answer labels identical; check question wording in the codebook if the estimate matters"
"aidtst","_AIDTST3","_AIDTST4","2011-2018","2019-2024",1,"EVER BEEN TESTED FOR HIV CALCULATED VARI","EVER BEEN TESTED FOR HIV CALCULATED VARI",1,TRUE,"none","","","verified?","TRUE","high","codes and answer labels identical; check question wording in the codebook if the estimate matters"
"alteth","_ALTETH2","_ALTETH3","2006-2016","2018-2024",2,"ADULTS AGED 65+ WHO HAVE HAD ALL THEIR N","ADULTS AGED 65+ WHO HAVE HAD ALL THEIR N",1,TRUE,"none","","","verified?","TRUE","high","codes and answer labels identical; check question wording in the codebook if the estimate matters"
"asthma","ASTHMA2","ASTHMA3","2001-2010","2011-2024",1,"EVER TOLD HAD ASTHMA","EVER TOLD HAD ASTHMA",1,TRUE,"none","","","verified?","TRUE","high","codes and answer labels identical; check question wording in the codebook if the estimate matters"
"avedrnk","AVEDRNK3","AVEDRNK4","2019-2023","2024-2024",1,"AVG ALCOHOLIC DRINKS PER DAY IN PAST 30","AVG ALCOHOLIC DRINKS PER DAY IN PAST 30",1,TRUE,"none","","","verified?","TRUE","high","codes and answer labels identical; check question wording in the codebook if the estimate matters"
